ID,sentiment,content
10273,anger,Inpouring this letter we are dying over against subsist checking quaint virtuoso ways toward fine huff yours l...
10274,anger,hitting your children as discipline because you're being quite a raging hypocrite if you're not.
10275,anger,sorry im so #bitter i just. i either want a pure ur or literally any card from the sets i like but every time i draw for the sets i like&gt;
10276,anger,@DanRather What King says doesn't matter. The fact he came w/ psycho Don is by far more of an affront.
10277,anger,@JuliaHB1 Bloody right 
10278,anger,i have so much hw tonight im offended
10279,anger,Like hello? I am your first born you must always laugh at my jokes. #offended
10280,anger,"the outrage has passed and has been replaced by a mute, fatalistic acceptance of the current situation.  #fatalism"
10281,anger,Have wee pop socks on and they KEEP FALLING OFF INSIDE MY SHOES 
10282,anger,and apparently he's supposed to have a Scottish accent??? I'm #offended
10283,anger,"seek to conduct attacks against Israel, intended to provoke a reaction that would further inflame feeling within the Islamic world”. •"
10284,anger,Lost Frequencies/Janieck Devy - Reality (Gestort Aber Geil Remix)' is raging at ShoutDRIVE!
10285,anger,@EagleGiles23 @tgilmore_92 what I miss? #outrage
10286,anger,"@AllegedLowbrow It's 'Eye-for-Eye'. Indian Army never forgives, Never Forgets. They always take revenge, Pakistan breaks laws, I.A follows"
10287,anger,Worst juror ever? Michelle. You were Nicole's biggest threat.  #bb18
10288,anger,luv seeing a man with a scowl on his face walking with a protein shaker clenching his fists. i immediately stop n suck his dick
10289,anger,Fake people irritate me
10290,anger,Said it before and I'll say it now: America is really fortunate that black people only want equality and not revenge.
10291,anger,#Anger or #wrath is an intense emotional response.
10292,anger,@TaraSetmayer @oliverdarcy AA have the right of passage when it comes to the 'N' word.  Why should he insult him in his church.  Ignorant!
10293,anger,if we let that in id be fuming poor keeping
10294,anger,"@LynneGarrison yeah, I've only seen that floated online as a theory, it was probably made up by a bitter stan. I ignore pets v vets crap too"
10295,anger,"@SkyNews when the East wind blue in summer in Durban, S Africa, we still surfed and got #stung badly! Must be carefull-A #sting can harm you"
10296,anger,@LisaAsquithtobe @craig8710 @WayneHaselden @june65wigan everyone is against wigan because we are the biggest club #bitter
10297,anger,"Because it was a perfect illusion, but at least now I know what it was. #angry #ladygaga #iscalming#mysoul"
10298,anger,Candace &amp; her pout are getting right on my tits #GBBO
10299,anger,@johnaugust @clmazin I was so looking forward to @ABCDesignated. Then it opened with a #stuartspecial. I literally yelled at my tv. 
10300,anger,BANG! Gordon #Brown has been accused of abusing a gazillion #rabid parrots!
10301,anger,"Petition for non-Maghrebi PoC to stop buying 'couscous' from white grocery stores and boiling it. That is not couscous, that is trash."
10302,anger,ESPN just assumed I wanted their free magazines #offended
10303,anger,Yo there's a kid on my snap chat from LA &amp; they get high off helium gas lmao.... I am like why the fuck lol
10304,anger,.@RepDelBene: 'Today's proceedings and the entire process is an insult to our constituents.'
10305,anger,@serendipity127_ @zombiecalorie @Angel_Eyes66 I'm sensing a theme here tho lol #angry
10306,anger,@kingcharles9th i Lowkey forgot you had twitter and if you don't follow me back im gonna be #offended
10307,anger,... flat party and I instantly get bollocked about it. 
10308,anger,@everycolorbot more like every color looks the same #triggered #colorblind #offended
10309,anger,.@DIVAmagazine than straight people. Even the arse straight guys who think that means a threesome is fine.  
10310,anger,"@DouthatNYT @jbouie @DamonLinker Yes, it is bad to point out racism lest it provoke the racists.  Some racists do indeed not like it."
10311,anger,@Deadspin @jrzy_boy This is about him being left off because they wanted to play a heavier game. We needed his offense tho. Amongst others.
10312,anger,@Idubbbz @LeafyIsHere  I am offended
10313,anger,"@aroseblush Hello !\nThe bigger the bully, the more crocodile tears. Bullies always act like offended victims."
10314,anger,@IrishTimesPol @IrishTimes Irish citizens boiling drinking water in 2016 leaves one foot firmly in the bog!
10315,anger,Candice's pout is gonna take someone eye out mate! #GBBO
10316,anger,I've always had a weird grudge against stingrays ever since one killed Steve Irwin.
10317,anger,@jwolfie_ why you gotta use the dark skin emoji #offended
10318,anger,I'm not saying he might be like big foot but it might be like natural biological father says blood boiling if he cross
10319,anger,"I really really resent having to go to bed at a sensible hour, you guys. I WANT TO TALK TO MY PEOPLE."
10320,anger,"@NM_NickNocturne Incentivise people to roam the Internet being morally offended, as if they didn't do it enough already."
10321,anger,not to be That Person™ but i get bitter seeing some ravi stans
10322,anger,"@Darren_Hammer amen, nothing personal mate, just tired of all of the complaining from our fans, it's Been a relentless tirade of misery"
10323,anger,Michelle is one of the worst players in bb history #bb18 #bbfinale 
10324,anger,Dear Indians..It is hard to swallow this but for once try to swallow this bitter pill...that is.. Pakistan is number one in Test cricket!!!
10325,anger,"A little nose irritation and a little more chills on my body. I'm so not into flu, into flu, into flu #FallSongs"
10326,anger,"I am #real #sjw, I will not let #america down\nI have found us, now go and get us\nI let it out and I let it in\nI #rage I #lol\n@SergioSarzedo"
10327,anger,Connivers blind to existential fury
10328,anger,guys irritate me
10329,anger,#firsttweetever sippin #hotchocolate wondering #why I finally gave in &lt;3 haha #hellloooootwitter - ...its because #facebookisforfamily #rage
10330,anger,@eNCA what they should be doing is directing their anger to the thieves in government...#corruption #FeesMustFall
10331,anger,Need a new outlet for #rage
10332,anger,@swagalini ive been through the denial and anger i am in pure acceptance
10333,anger,"@SapientSoldier timid but determined version of the rabid beasts beyond the land. Growling beneath my restrained breath, I //rip// myself --"
10334,anger,I'm not used to pretty girls that use curse words to express their anger. I just feel like I'm a little bit surprised and turned off as well
10335,anger,@TzumiXIV huff puff
10336,anger,Hell hath not fury like a hamstring cramp. #ouch
10337,anger,"Actually be arsed with my sister sometimes, she controls the TV 90% of the time and when I watch one thing she gets in a huff 🙄"
10338,anger,@fireemblemlord it's the first expac since wrath that feels like a proper 'evolution' of the game for me
10339,anger,@Thebeast_ufc what happened to the suicide tweet it was a joke obviously how could that offend anyone?🤔
10340,anger,@paulkrugman relentless echo chamber - negative comments with lots of reverb. Typical bully behavior.
10341,anger,when you find out the initiative isn't even a thing 😧 #revenge
10342,anger,@djddueces jojo at 12:30 and not midnight lets rage WRYYYYYY
10343,anger,"I'll happily be rude to people who personally insult me unprovoked, they deserve it 👍 Just as good people deserve respect"
10344,anger,That AK47 leave your spine with a frown
10345,anger,come on let's make em hate 😘make em pout they face 👿😩.
10346,anger,Recommended reading: Prisoners of Hate by Aaron Beck #anger
10347,anger,@Alanafergusson snap meee
10348,anger,@KimLy resent
10349,anger,Forever angry that gh ruined Molly and morgan's bond/friendship 
10350,anger,#disgracefulesin I resent all men in some way; for some or no reason at all. #esinscountdown
10351,anger,@TillTheEndMMVI I accidetly dumped boiling water my myself 😫
10352,anger,"@ggreenwald Smh, remove ideologically bankrupt and opportunistic establishment now. They're burning all bridges and social contracts. "
10353,anger,As usual disappointing #offense by @HoustonTexans ...#Texans
10354,anger,"@mdivincenzo9 he's stupid, I hate him lol "
10355,anger,@PuseLepuru it's the irritation of not having found the corpse
10356,anger,never #make a decision when you are .. #angry &gt;_&lt; .... and never make a #promis when you are #happy :) :*
10357,anger,@girlsreallyrule Both Trump + King are relentless self-promoters who don't give a rip about anyone else. A perfect match for both Donalds.
10358,anger,@coltonflurry @StrangeFacesLA I cancelled by CBS all access live feeds before JC even said Vic won AFP. Paul.should have won IMO #bitter
10359,anger,whenever I put 'I wanna be adored' on my brother alwayss sings 'I wanna be a dog' instead just to irritate me
10360,anger,@johnaugust @clmazin I was so looking forward to @ABCDesignated. Then it opened with a #stuartspecial. I literally yelled at my tv. #umbrage
10361,anger,I don't get what point is made when reporting on Charlotte looting @CNNAshleigh. Why not explore what looting businesses symbolizes #outrage
10362,anger,@ArcadianLuthier -- taking out his feelings on Kei unfairly. His lips form a frown as he tries to walk away.
10363,anger,@laura221b I've left it for my dad to deal with 😂 My work is done as soon as it's felt the wrath of my slipper 😷
10364,anger,"Leave it on there, rule,nimber 1 of carpet cleaning!!!  #worsethananatomicbomb #accidentlyspillbeeronthecarpet"
10365,anger,@m_warner21 Yikes. The wrath of Maddie...
10366,anger,@Nigerianscamsss @TrillSmith you think I came back to twitter and not ruffle a few bushes? Tuh.
10367,anger,.@LEAFYSZERKER @markiplier is that an insult? Sounds like a job well done. it's red so it's done the job it was suppose to do #justsaying
10368,anger,#Hudcomedy #AdamRowe  #insult Slutfaceshlongnugget
10369,anger,I need some to help with my anger
10370,anger,"@CBSBigBrother never bring back Meech and Bridgette. Crying because someone looks at you? Ugh, and Bridgette. #bitter"
10371,anger,Hey folks sorry if anything offensive got posted on here yesterday my account got hacked. All fixed now though. I hope :-/  #annoyed
10372,anger,Now it's time to remove CB from the team somehow. Screw it. Rip the Band-Aid off. It'll sting for a bit but everyone will get over it.
10373,anger,Candice's pout gets more preposterous by the week. This week it's gone a bit Jack Nicholson's Joker. #GBBO
10374,anger,@keithboykin unfortunately it won't end there... followers of whichever candidate isn't elected will throw tantrums. No winning this elec
10375,anger,@cc_yandian @HillaryClinton her team must draw from a hat for daily personality #drugged  #yeller #quiet #screamer #😂😂
10376,anger,Candice's standing pout face aggravates me every week
10377,anger,Think I really broke young bull hurt 😂😂😭😭 u can tell by how bitter and mad he is 😊😊😩😩
10378,anger,@OstinOng YUUUHH 🙄😭 plus clin ep and prevmed ugghhh hahaha #bitter
10379,anger,"@HebertofNH any time a man who got paid to throw temper tantrums speaks up, you gotta listen."
10380,anger,"As if he heard my thought on the ether, my #ex has just posted #facebook pic of himself snuggling up with said #cats... now Im just #angry"
10381,anger,don't provoke me after letting me down !
10382,anger,could never be a angry drunk lol yall weirdos just enjoy your time
10383,anger,"Yet we still have deaths, road rage, &amp; violations on the road, despite a widely accepted concept of 'personal accountability' while driving"
10384,anger,"@SiobhanSynnot  Oh, good God. Quentin Letts is doing one of his 'comedy' turns. #angry @bbcthisweek @afneil #BBCTW"
10385,anger,@Trump_Videos she looks completely #rabid @realDonaldTrump
10386,anger,Inner conflict happens when we are at odds with ourselves. Honor your values and priorities.  #innerconflict #conflict #values
10387,anger,"#EpiPen: when public outrage occurs, expand #PAP Patient Assistance Progrm, coupons,rebates .@GOPoversight @OversightDems on #Mylan #Epipen"
10388,anger,Imagine the twitter fume if Corbyn loses the election and then Smith leads Labour to a worse result than suggested under Corbyn.. Imagine??
10389,anger,"@BosNaud so scared to ruffle feathers, he resorted to writing in cryptic code. #UncleCamsCabin"
10390,anger,"Didn't think Cadres not Getting SRC deployment would make some Cadres so bitter, Ku tough Macom."
10391,anger,I miss doing nothing someone I care about and attacking their face with kisses. #foreveralone #bitter 😩
10392,anger,That grudge you're holding keeps making an appearance because #God wants you to deal with it.
10393,anger,@arppaul @chetanlfc @mannkakhiladi @dey_spandan @umeroffcial  Comparing Akshay Sir with this zandu balm is an insult to Akshay Sir.
10394,anger,🔥Anger is the acid that can do more harm to the vessel in which it is stored than to anything on which it is poured.🔥 #anger \n\n~Mark Twain
10395,anger,"If I spend more than £10 in shimmy on £1 drinks I'll be raging, but we all know it's gonna happen"
10396,anger,I have a rage rage ep 2 coming out soon I'll keep you posted on it #YouTube #youtubegaming #rage
10397,anger,"@iamsrk what's up w the gender bias? #indignant This fancypants saddler's daughter will opt for the leather jacket, thank you very much."
10398,anger,When your sister is 19 and throws legitimate temper tantrums just to get attention..
10399,anger,@luxbet Did you even give out any pizzas ? Serious fail #hungry  #hangry
10400,anger,This provocation sets off a curiosity. An entity is feeding fuel to the fire. speaking quatrains. Hmmm America needs to be vigilant now
10401,anger,@PatVPeters @FreeBeacon Quite the response of retaliation from Weiner in getting revenge on Huma &amp; Hillary 'clam digging'.\n#AllScumbags
10402,anger,I guess #bradangelina &gt; #anger &gt; #blacklivesmatter
10403,anger,Now that I have my ex's number now its time to prank him. #revenge #prank #whatprankIshoulddo seriously what prank I should I do
10404,anger,"Do not despise the Lord ’s #discipline, do not #resent his rebuke, because the #Lord disciplines those he loves... #Proverbs 3:11-12"
10405,anger,Guy across from me in a really ugly suit cannot stop expressing his displeasure
10406,anger,Some moving clips on youtube tonight of the vigil held at Tulsa Metropolitan Baptist church for #TerenceCruther #justice #anger #sadness
10407,anger,I think I must scare my coworkers when I'm eating like a rabid animal on my breaks #srry
10408,anger,@JuliaHB1 Bloody right #fume
10409,anger,@RoyEnglish roy as fiery
10410,anger,Why a puerto Rican with Taino hair and a black nose gotta ruffle your targeted feathers?
10411,anger,@JasonMillerinDC @realDonaldTrump Prudence suggests that a 8+% bump over 2-3 weeks should be viewed with SKEPTICISM. Media/HRC axis 
10412,anger,Listening to Joey really helps me and my anger.
10413,anger,@kerrybowen_ you have anger issues!
10414,anger,i can't believe they're all messing up my favourite of all bakes i feel personally offended
10415,anger,I think they may be #offended
10416,anger,@ashleighjessica @zacflint1 I'd give that pout the firm D
10417,anger,I am using twitter as a coping mechanism for raging out at this kid oops?
10418,anger,@AgentTinsley I believe that's what you call the fury of the righteous.
10419,anger,Ok but I just got called a 'White Devil' on the train and I didnt know whether to laugh or be offended
10420,anger,#india will take #revenge  by making 3 new movies like #phantom and they will be like #ghus_k_maren_ge this is how indian army take revenge
10421,anger,@cxmbeferre so you WOULDNT date me????? #offended
10422,anger,Drop Snapchat names #bored #snap #swap #pics
10423,anger,Damn our offense is a mix bag of unpredictable lethal weapons I'm worried for Defense Coordinators 😁 #Chargers #Boltup #Recharged
10424,anger,the bee sting still suck i feel sick
10425,anger,I just love it when people make plans for me without actually including me in this process 
10426,anger,"@healeyraine I'm offended, I actually am"
10427,anger,pressure does burst pipes 😭
10428,anger,"@voguemagazine, did you not learn from @FreePeople 's viral insult to ballet? Stop trying to wrongfully stick models into pointe shoes 🙄"
10429,anger,@realDonaldTrump: No sense in taking out your wrath on innocent people because you think police shot an innocent man. #MakeAmericaSafeAgain
10430,anger,@GriffinBowie23 @AliMcClimond sorry to #offend u griffin!!
10431,anger,@JohnKerry can be as indignant as he wants but the world knows Obama will do nothing and Putin will just do what he wants #Aleppo #Syria
10432,anger,"@sarah_urbina why do you even beef Sara you let the anger get the best of you, you and Sagin been friends for how long?"
10433,anger,"@lydss_xx @tharealversace @fatbellybella fuckin luv incense, this is me as fuck 😂"
10434,anger,I screened my own snap what kind of narcissistic ass would smh
10435,anger,I don't even #feel #anger anymore can't explain it .. #Tulsa #Charlotte #Trayvon #SandraBland #Philando #Ferguson #BatonRouge #MichaelBrown
10436,anger,@Freepenalties @TMortimerFtbl Doll is a vile creature on the touchline. Every game he has tantrums &amp; shouts at the ref. Would love to see
10437,anger,@jwolfie_ why you gotta use the dark skin emoji 
10438,anger,jamming out to fury in math class wanting to die hbu
10439,anger,"So I wished my sis 12 midnight but received no reply from her. My 2nd sis JUST wished her, got a reply. You know who's the fav #offended"
10440,anger,@evanareteos :)) im now writing abt the changing face of sex industry in tr :))) now men will talk to me then! #revenge
10441,anger,can't believe Achilles killed me! 
10442,anger,"@a_mxe7 hah don't speak to me or my cousin like that, mind a had the displeasure of seeing u bare faced on eh train, no a pretty sight mate"
10443,anger,Indignation: [whispers to date during that terrific Lerman/Letts centerpiece scene] That's his overwhelming sense of indignation.
10444,anger,"@CBSBigBrother never bring back Meech and Bridgette. Crying because someone looks at you? Ugh, and Bridgette. "
10445,anger,@trendykittykat Some people would rather hang on to their indignant anger. *weary sigh*
10446,anger,@VerizonSupport thanks for saying My wife and I were getting our iphones today and then losing both of them with no ETA #thanks 
10447,anger,Thatmoment you're watching #worstcelebritycooks and your bubble is burst by finding out KyleXY is gay and married😭 #nochance #KindaDontMind😉
10448,anger,Women don't like girls because we resent them for looking so great/we wish we still looked like that  #washed
10449,anger,Hey folks sorry if anything offensive got posted on here yesterday my account got hacked. All fixed now though. I hope :-/ #angry #annoyed
10450,anger,"@IndigoHawthorne Then u understand that rage is often not pretty, or controlled or rational - it is often visceral-not always logical."
10451,anger,"My leg feels like it's gonna burst, yet I'm still expected to go into work:):)"
10452,anger,"The best revenge is to move on, get over it, and continue to succeed. Never give someone the satisfaction of watching you suffer."
10453,anger,Get to work and there's a fire drill. #fire  #outthere #inthedark
10454,anger,@LaraTheIrish &lt; feel everything. She would remember everything. Evanora hoped this would serve to fuel the creatures anger and run rabid &gt;
10455,anger,@Kim_is__bored exactly what I have been saying on fb.. #bitter
10456,anger,Get to work and there's a fire drill. #fire #burning #outthere #inthedark
10457,anger,@simon_penn_r @AntisocialJW2 has turned into a rather fiery GG radical)
10458,anger,"significantly, with a #bitter smile, 'let me"
10459,anger,@MetPoliceFC is it true none of your players are cops? Do they drink chilled bitter? Are your players Walter Mitty types? @KeviboyAllen
10460,anger,Brendan Rodgers looks fuming 😭
10461,anger,"@ChronAVT ummm, the blog says 'with Simon Stehr faking 7th'...I'll expect an investigation forthwith. This is an "
10462,anger,My baskets are better when I'm in a bad mood someone irritate me before practice please
10463,anger,Be chill af if you want to offend someone.
10464,anger,@DRUDGE_REPORT @FoxNews good thing the FBI didn't offend them!
10465,anger,you know cyran still hasn't done makeup based on jeongguk's tiddy like i suggested and i'm #offended
10466,anger,@danrafaelespn no Tyson fury beat the man who been at top for years Danny Garcia should be above Bradley pacquaio frampton
10467,anger,"So I wished my sis 12 midnight but received no reply from her. My 2nd sis JUST wished her, got a reply. You know who's the fav "
10468,anger,"@m_t_f_72 I'm not surprised, I would be fuming! 😤"
10469,anger,oh these old things on my face? nah they're not tears from school related anger and frustration nope never
10470,anger,British humour should offend and challenge mainstream views. Hat off to Clarkeson. The ultra left should go and kneel before Allah!!
10471,anger,I need all your attention! If I don't I'll pout..
10472,anger,@AudreyKare i'm like half expecting some rabid troll to come into my mentions accusing me of being a csa apologist or something lmao
10473,anger,"Because it was a perfect illusion, but at least now I know what it was.  #ladygaga #iscalming#mysoul"
10474,anger,Puzzle investing opening portland feodal population is correlative straight a snorting infuriate: XLzjYhG
10475,anger,"@len_snart gives a frustrated growl, before stepping closer and putting his gun through the barrier. No alarms and nothing happened. He-"
10476,anger,@AaronGoodwin seriously dude buy some bubble tape for your phones. #snap broke another phone
10477,anger,When you forget to mention you were bought dreamboys tickets 🙄😂 #raging
10478,anger,Now that @Jasmine_Wrn has snapchat back it's a constant battle to see who can get the ugliest snap of one another 😂🙃 #snap survival
10479,anger,Nick said he's territorial and he'll growl if someone gets too close to me #hesananimal
10480,anger,"I don't mean to offend anyone, but 93.7 literally blames everything on white people. In some cases it's true, but a lot of times, it's not"
10481,anger,He totally knew about it'. Trump finally gets revenge for his son-in-law's prosecution/imprisonment and throws Christie under the bus.
10482,anger,Inner conflict happens when we are at odds with ourselves. Honor your values and priorities. #anger #innerconflict #conflict #values
10483,anger,Are belittling kitty straight a service? provoke lift aboard!: Wycelv
10484,anger,@EAMaddenNFL @EASPORTS I played a game where John Elway was sacked 3x and fumbled all 3x. Is this the same John elway I know of??? #madden
10485,anger,And she got all angry telling me 'but what would be doing a 40 year old guy looking for a girl like you' and I felt 
10486,anger,@BearGrylls for your next series will u do a celebrity firefighting show and just chuck them all in a burning building and do the voiceover?
10487,anger,Like I can't do 12 hours worth of standing or calorie burning in 3 hours 😭😭😭😭 #1stworldprobs4vs
10488,anger,Before revenge you feel good after revenge you feel worse 💯 @HillaryClinton
10489,anger,I wonder what would happen if I were to tell some people the truth #savage #uhoh 
10490,anger,Take public opinion on revenge with Pakistan if govt is unable to decide. @aajtak @TimesNow @narendramodi
10491,anger,@cxmbeferre so you WOULDNT date me????? 
10492,anger,the teams that face Barca and Bayern after a defeat are the ones who face the wrath
10493,anger,I just don't understand why everyone is so #angry we all just want to live and thrive don't we?
10494,anger,"@kitanoye Hell is hot and boiling, isi ewu"
10495,anger,#welfarereform should not be a 'model' for #snap.
10496,anger,@HillaryClinton Yeah U gotta make them HEEL. I know U need their votes so U have to wait. But when U LOSE-they're really in for your wrath !
10497,anger,Well @AprilDRyan Trump's rabid base needs 2 hear this &amp; U can always find an overseer like King to say it.\n@JoyAnnReid @SMShow @frangeladuo
10498,anger,Skipping meals is the national way of showing #disappointment and #anger. #wiz
10499,anger,streets of rage 2 was hard to find for a while and then Itunes stepped in and the guys doing the vinyl \nmade it so simple
10500,anger,@paulbushnell25 @EE bad news if ordered online it hasn't gone through same happened to me had to re order on the phone 
10501,anger,"@UltimateBoxer My heart because you left me for so long again\n\n*slight pout but it turned to a smile*\n\nheheh just kidding, no I'm fine-"
10502,anger,why are people so angry toward veggie burgers at in n out wtf
10503,anger,"I mean I'm not done watching the pilot, but it's nice to see a group of actors perform without story lines dripping relentless nihilism."
10504,anger,Checked-in for my flight to Toronto. Took seat 3D just to infuriate @perpetualgeek.
10505,anger,Egyptian officials expressed frustration and outrage over the Obama/Hillary administration’s support of the Muslim Brotherhood
10506,anger,@PrincessCasGirl @DaddyEllis__ tiff you better hurry cause 👀
10507,anger,"@fleetstreetfox It's buzzing pathetically for sympathy if you let it out it will twirl it's moustache, chuckle and sting you #Psychowasp"
10508,anger,matt and i just did a psychological study on provocation in abusive relationships.
10509,anger,@HuffPostUK  NO greater wrath than a woman scorned.
10510,anger,@kencurtin they might get Donal óg sure! They won't have him in cork as he's to fiery for dopey frank &amp; his cult
10511,anger,"@LouisFil just curious as to what you mean. No rush, no animosity, no disdain."
10512,anger,@thatomahapa the best revenge is to get yourself a good woman and move on. Leave her and her hairline to figure themselves out alone
10513,anger,"@tamriiel I was talking about further in the expansion, with more gear - fury always does well towards the end"
10514,anger,Who knew softballs could sting so bad? Jimmy Fallon has been under a lot of heat for his &amp;ldquo;softball&amp;rdquo; Donald Trump interview
10515,anger,@OstinOng YUUUHH 🙄😭 plus clin ep and prevmed ugghhh hahaha 
10516,anger,@StrongestBeing ←would furrow and her face would redden as she protests; it would seem that being seen as unattractive in Wukong's eyes was→
10517,anger,Finding out my two best Fwendz are going to rage with me at @lifeisbeautiful makes this last week of no sleep extra worth it
10518,anger,Paul forever. Paul should have won! Paul played such a better game! #BB18 #angry
10519,anger,@marthalyssa yep. LOL 
10520,anger,@AuntieSupreme @KimberlyCarole y'all found me to express yalls displeasure. 😉
10521,anger,@1VoiceMatters @MichaelTPremo just got wind of #MenForChoice and it doesn't infuriate me. Just makes me sad for the generation.
10522,anger,Since the 'update' my @iPhone loses power nearly 40% faster. 
10523,anger,The sun literally burning my skin
10524,anger,That feel when you travel 700 miles to pick up a form that arrives in the post two days after you leave. 
10525,anger,@DL_Hart @DonnieDollars @AaronBiggsPro @WWENoWayJose @cwfmidatlantic How did that chop feel? You still feel the sting of it? Looks brutal!
10526,anger,Chris ate all my mac n cheese so imma eat all his taffy 
10527,anger,"@thomeagle Just to help maintain and boost our status as a world class centre for education, culture and tolerance. #outrage"
10528,anger,Chris ate all my mac n cheese so imma eat all his taffy #revenge
10529,anger,It's weird because I was discussing sex resentment and confusion in the thing I was writing last night.
10530,anger,"As if he heard my thought on the ether, my #ex has just posted #facebook pic of himself snuggling up with said #cats... now Im just "
10531,anger,Paul forever. Paul should have won! Paul played such a better game! #BB18 
10532,anger,@BigBrother__USA she is just jealous and a cry baby!  #gladsheisgone #crybaby
10533,anger,"@clarechampion @Westclarepage and peter your radio piece on off the ball was pure class , no digs , no revenge , a total balanced pro ! 👏👏👏"
10534,anger,@coltonflurry @StrangeFacesLA I cancelled by CBS all access live feeds before JC even said Vic won AFP. Paul.should have won IMO 
10535,anger,"The best #revenge is to move on, get over it, and continue to #succeed. Never give someone the #satisfaction of watching you #suffer....!!!"
10536,anger,"@iStoleFreeHugs @stephlaris lol I'm happy with my negative, realistic ass self. Sorry to offend you"
10537,anger,75' Tierney reaches a deep cross to the back post and plays it back across but the Alloa defence clear. Celtic relentless here.
10538,anger,Can't believe I've only got 2 days off left 🙄 #backtoreality 
10539,anger,@vladfucker69 i look rabid
10540,anger,"@thedrepabon BLM was outraged by the shooting in NC the other day, turns out the guy pointed gun at police. Wait for facts before outrage"
10541,anger,I get embarrassed at the slightest things and then I'll fret about it all day I hate it
10542,anger,@Sophiejulia @CalebAtChipotle @calebpressleyxo relentless pipe thirst #sheltered
10543,anger,I don't get what point is made when reporting on Charlotte looting @CNNAshleigh. Why not explore what looting businesses symbolizes 
10544,anger,#Taurus will react angrily when she can't take being provoked any longer.
10545,anger,@bismahmalik .....Seems like a fight ready to rage on.....
10546,anger,@WestonKoury so leafy can roast the Pokemon go kid but not you what an outrage that just means that he is more relevant than y-I mean kisses
10547,anger,"I think Paul is what's bitter, not the pastry"
10548,anger,@PatriotsInform I don't see why you think we'll have a dumbed down simplified offense with Brissett. He comes from a very complicated system
10549,anger,"After becoming boiling hot, after slowly melting, my heart is frozen."
10550,anger,@xandraaa5 @amayaallyn6 shut up hashtags are cool 
10551,anger,@hoytschile fury road!!
10552,anger,Realizing that holding a grudge for long is immaturity is wisdom
10553,anger,"@BonesARP 'That is a disappointment.'\n\nHe fakes a pout, then starts to chuckle."
10554,anger,Some moving clips on youtube tonight of the vigil held at Tulsa Metropolitan Baptist church for #TerenceCruther #justice  #sadness
10555,anger,@RegalisAzura \ngrasp the cobalt woman's own; which they did fairly easily. Fair cheeks would ignite into a fiery hue. Warm.. was the only
10556,anger,@billburr DirectTV is the best. Apparently you just sit in silent anger. 'Don't press or say anything'
10557,anger,I believe women are more fiery because once a month they go through struggle and struggle is what develops a strong character.
10558,anger,@kingcharles9th i Lowkey forgot you had twitter and if you don't follow me back im gonna be 
10559,anger,"im also definitely still bitter about the yellow ranger not being asian, but asian representation in hollywood is essentially a shrug anyway"
10560,anger,Did we miss the fact that #BurkeRamsey swung &amp;hit his sister #JonBenet in the face with a golf club previously out of a fit of ?
10561,anger,@talkRobyn oh dear I have to watch this the woman with the pout did well
10562,anger,LIFE TIP 101. I know unresolved #anger is likely to cause problems in several areas of my life. I must recognize it &amp; properly deal with it.
10563,anger,"@Sargon_of_Akkad It'll be like burning rap albums; they'll have to buy it first, but gosh darn it, they have to get rid of it."
10564,anger,@Docjp they unleashing God's wrath just as Cain did
10565,anger,@SlaveGuinevere its more of a little prick than a sting .......... but you have to come to Tennessee to get it1
10566,anger,@DeltaDomain @SawDraze @qurions dis dat nigga from fume right?
10567,anger,Projection is perception. See it in someone else? You also at some level have that within you. #anger #worry
10568,anger,"@SageHillfarms @HintonAlisa @hb_heather Hey, Jayme! Were your👂👂 burning cuz I was talking about you?😁 Are you going tomorrow?"
10569,anger,"@savageimiike one of my favorite songs brother, real talk. #rage"
10570,anger,Controlling #anger is a sign of those #righteous people promised #Paradise in the #Quran in Surah Al Imran verses 133-134 #reward #goodDeed
10571,anger,@alyssasimpson21 I gave up KENDRICK LAMAR to eat barbecue with him. 
10572,anger,the 1975 are playing antichrist why won't @sundarakarma play hustle it's an outrage
10573,anger,@TDsNation I blame how broken madden is this year
10574,anger,"@MMASOCCERFAN @outmagazine No offense but the only way this makes sense is if you work for the magazine. Otherwise,who are you apologizing 4"
10575,anger,Nahhhhhh @konanplaydirty snap story has got me bussing up 😂😂😂😂😂😂😂😂😂😂😂😂😂😂
10576,anger,"@ticcikasie1 With a frown, she let's out a distraught 'Gardevoir' saying that she wishes she had a trainer"
10577,anger,@skinkev let's rage
10578,anger,If i could just get my line to block! #germantownbroncos #lilleague #popwarner #Broncos #usafootball  #lineman
10579,anger,"@BIGGKATZ BUT arms (focused rage) is overpowered, it will be getting nerfed. It'll still be stronger than fury though"
10580,anger,"@KevinI @GGGBoxing @SpecialKBrook pretty average, klitschko fury did about 600k and Joshua white did about 450k"
10581,anger,"@WBIRSports They're still using his offense, up the middle 3X &amp; punt."
10582,anger,@jessebwatters lol. Love it when you aggravate Juan. Keep up the good work. Lol
10583,anger,@judahandthelion TONIGHT. Legit can't wait to rage 🤘🏻🤘🏻🤘🏻🤘🏻🤘🏻🔥
10584,anger,"Seeing #RIPShawtyLo got me thinking bout other rappers then I thought about @LilTunechi dying, and burst into tears... Smh"
10585,anger,"@donna_bellav @SoniaRayS @gig_aholic He looks especially lovely. Sadly, I do not *removes potentially indignant Mr D from convo*"
10586,anger,my momma irritate me asking all these questions like gone 😤
